"w","ps","gs","px"
0.246444526302392,-0.729335063715371,73.8161593155112,-1.64274980444405
0.25463534666867,-0.632023502587638,76.8507529948362,-1.5779254618118
0.262826167034949,-0.550184830973879,79.5087005965843,-1.52478102955409
0.271016987401227,-0.480985914364111,81.8335793435535,-1.4808444340803
0.279207807767505,-0.42217681553949,83.8663709290641,-1.44423781802646
0.287398628133784,-0.371958203516195,85.6443602160864,-1.41351915230271
0.295589448500062,-0.328881606910165,87.2008188905004,-1.3875703862034
0.303780268866341,-0.291773741653386,88.5650539999495,-1.36551664565936
0.311971089232619,-0.259678645541238,89.7626425287846,-1.34666716722098
0.320161909598897,-0.231813096912616,90.8157718212809,-1.33047194786775
0.328352729965176,-0.207532023859946,91.7436051402393,-1.31648946766128
0.336543550331454,-0.186301484618285,92.5626762937837,-1.30436291220877
0.344734370697732,-0.167677427371701,93.2872050966958,-1.29380156002062
0.352925191064011,-0.151288892170584,93.9294314888411,-1.28456716321812
0.361116011430289,-0.136824649463864,94.4998836536072,-1.27646314712668
0.369306831796567,-0.124022513920036,95.0076331056906,-1.26932649820417
0.377497652162846,-0.112660753232749,95.4605091374416,-1.26302136306007
0.385688472529124,-0.102551146768164,95.8652478560157,-1.25743356523923
0.393879292895402,-0.0935333505159297,96.2276923280691,-1.2524671727144
0.402070113261681,-0.0854703016796689,96.5528962213835,-1.24804093139378
0.410260933627959,-0.0782444547658641,96.8452406019278,-1.24408575458487
0.418451753994237,-0.0717546858465028,97.1085371629091,-1.24054274985588
0.426642574360516,-0.0659137361854897,97.3461036131818,-1.23736146282467
0.434833394726794,-0.0606460931441198,97.560837642239,-1.23449856859391
0.443024215093072,-0.0558862270825607,97.7552596871974,-1.2319165419441
0.451215035459351,-0.05157711924626,97.9315929881237,-1.22958311607591
0.459405855825629,-0.047669028416,98.0917858161543,-1.22747025344708
0.467596676191907,-0.0441184541995876,98.2375390671475,-1.22555339519049
0.475787496558186,-0.0408872628533342,98.3703680819912,-1.22381132256007
0.483978316924464,-0.0379419479018977,98.4915886997712,-1.22222519024776
0.492169137290743,-0.0352530029282707,98.6023812672908,-1.22077867886806
0.500359957657021,-0.0327943880036127,98.7037936589336,-1.2194574650654
0.508550778023299,-0.0305430745299048,98.7967447052065,-1.21824878055578
0.516741598389578,-0.0284786559410047,98.882050205268,-1.21714133079871
0.524932418755856,-0.0265830138777607,98.960443721518,-1.21612520579322
0.533123239122134,-0.0248400312209836,99.0325750695057,-1.21519155497559
0.541314059488413,-0.0232353448115465,99.0990289889149,-1.21433256299722
0.549504879854691,-0.0217561318724005,99.1603259768087,-1.21354123285081
0.557695700220969,-0.0203909251226521,99.2169294141161,-1.21281128020567
0.565886520587248,-0.0191294523787481,99.2692643193996,-1.21213720273813
0.574077340953526,-0.0179624971039935,99.3176918799598,-1.21151380536261
0.582268161319804,-0.0168817769205808,99.3625654876049,-1.21093678849201
0.590458981686083,-0.0158798375585389,99.4041836727883,-1.21040203225701
0.598649802052361,-0.014949960100107,99.4428249736833,-1.20990594426157
0.606840622418639,-0.0140860796994272,99.4787350163434,-1.20944520753579
0.615031442784918,-0.0132827142270547,99.5121465020781,-1.20901696045576
0.623222263151196,-0.0125349015155,99.5432515507164,-1.20861837576482
0.631413083517474,-0.0118381440731342,99.5722456468064,-1.20824716436593
0.639603903883753,-0.011188360295264,99.5992865417991,-1.20790099714046
0.647794724250031,-0.0105818413379231,99.6245345772379,-1.20757797527456
0.655985544616309,-0.0100152129359865,99.6481274617715,-1.20727626664971
0.664176364982588,-0.00948540154591779,99.6701936853195,-1.20699424151354
0.672367185348866,-0.00898960427759366,99.6908517512568,-1.20673043061462
0.680558005715144,-0.00852526215150056,99.7101972987394,-1.20648333186688
0.688748826081423,-0.00809003627908571,99.7283379523766,-1.20625183109071
0.696939646447701,-0.00768178661676592,99.7453502546686,-1.20603462807056
0.70513046681398,-0.00729855298938608,99.7613229553632,-1.20583077047849
0.713321287180258,-0.00693853811789542,99.7763373850573,-1.20563938455386
0.721512107546536,-0.00660009241961456,99.7904471047041,-1.2054593984333
0.729702927912815,-0.00628170037848995,99.8037267224251,-1.20529015248416
0.737893748279093,-0.00598196830784328,99.8162296942284,-1.20513084612026
0.746084568645371,-0.00569961334988453,99.8280093155667,-1.20498079477255
0.75427538901165,-0.0054334535751482,99.8391086144592,-1.20483928998062
0.762466209377928,-0.00518239906143502,99.8495832939836,-1.20470588353059
0.770657029744206,-0.00494544384614411,99.8594736057808,-1.20458001888802
0.778847850110485,-0.00472165865835295,99.8688107957149,-1.20446110595975
0.787038670476763,-0.00451018434789734,99.8776392730315,-1.20434879782721
0.795229490843041,-0.00431022593823309,99.8859847048489,-1.20424257606552
0.80342031120932,-0.00412104723820867,99.8938787519754,-1.20414206158615
0.811611131575598,-0.00394196595520099,99.9013543098425,-1.20404694851919
