"ps","g1"
-1.70625965099142,0.537212040931587
-1.6892128544815,0.547376516997497
-1.67216605797159,0.557644864873576
-1.65511926146168,0.568018399433527
-1.63807246495176,0.578498821223049
-1.62102566844185,0.589086698871478
-1.60397887193193,0.599784263164979
-1.58693207542202,0.610592677430068
-1.5698852789121,0.621513428622779
-1.55283848240219,0.632547883826701
-1.53579168589228,0.643697653378255
-1.51874488938236,0.654964175419626
-1.50169809287245,0.666348992746743
-1.48465129636253,0.677853648955842
-1.46760449985262,0.689479705973793
-1.45055770334271,0.701228743861255
-1.43351090683279,0.713102340361129
-1.41646411032288,0.725102133111214
-1.39941731381296,0.737229774349018
-1.38237051730305,0.749486917139139
-1.36532372079313,0.761875174177264
-1.34827692428322,0.774396291216152
-1.33123012777331,0.787051974656522
-1.31418333126339,0.799843908420635
-1.29713653475348,0.812773832629945
-1.28008973824356,0.825843586249203
-1.26304294173365,0.839054842832575
-1.24599614522374,0.852409413624073
-1.22894934871382,0.865909127197525
-1.21190255220391,0.879555829267889
-1.19485575569399,0.893351317868627
-1.17780895918408,0.90729753524082
-1.16076216267416,0.921396267103359
-1.14371536616425,0.935649376242572
-1.12666856965434,0.950058852401932
-1.10962177314442,0.964626543687767
-1.09257497663451,0.979354284809695
-1.07552818012459,0.99424434288908
-1.05848138361468,1.00929839321939
-1.04143458710476,1.02451848421363
-1.02438779059485,1.03990651260702
-1.00734099408494,1.05546452398288
-0.990294197575023,1.07119450029936
-0.973247401065108,1.08709852761397
-0.956200604555194,1.10317868000468
-0.93915380804528,1.11943675482232
-0.922107011535366,1.13587496541313
-0.905060215025452,1.15249527492516
-0.888013418515538,1.1692997820148
-0.870966622005623,1.18629051199361
-0.853919825495709,1.20346950857764
-0.836873028985795,1.22083886969841
-0.819826232475881,1.23840058707122
-0.802779435965967,1.25615679172166
-0.785732639456052,1.27410954657034
-0.768685842946138,1.29226082972493
-0.751639046436224,1.31061278297314
-0.73459224992631,1.32916746288058
-0.717545453416396,1.34792689243613
-0.700498656906481,1.36689303072438
-0.683451860396567,1.38606813532421
-0.666405063886653,1.40545398174839
-0.649358267376739,1.42505278884986
-0.632311470866825,1.44486646649127
-0.615264674356911,1.46489725678739
-0.598217877846996,1.48514674056884
-0.581171081337082,1.50561695628993
-0.564124284827168,1.52631003475405
-0.547077488317254,1.54722778502669
-0.53003069180734,1.56837228352321
-0.512983895297425,1.58974518649795
-0.495937098787511,1.61134843470736
-0.478890302277597,1.63318417638179
-0.461843505767683,1.65525389466344
-0.444796709257769,1.6775595174539
-0.427749912747855,1.70010270754778
-0.41070311623794,1.72288533407563
-0.393656319728026,1.7459090416409
-0.376609523218112,1.76917543027235
-0.359562726708198,1.79268622300065
-0.342515930198284,1.81644293009078
-0.325469133688369,1.84044714584661
-0.308422337178455,1.86470047058756
-0.291375540668541,1.88920408951967
-0.274328744158627,1.91395997398658
-0.257281947648713,1.93896900479049
-0.240235151138799,1.96423270335165
-0.223188354628884,1.98975247788906
-0.20614155811897,2.01552933974647
-0.189094761609056,2.04156459606698
-0.172047965099142,2.06785774975584
-0.155001168589228,2.09441360443536
-0.137954372079313,2.12123084894932
-0.120907575569399,2.14831170683542
-0.103860779059485,2.17565506267271
-0.0868139825495708,2.20326276497491
-0.0697671860396567,2.23113572276149
-0.0527203895297426,2.25927444403931
-0.0356735930198284,2.287679983248
-0.0186267965099141,2.31635281455757
-0.00158,2.34529342633816
