"ps","g1"
-5.82774235732111,-0.374032840266968
-5.7694807337479,-0.370017044333817
-5.71121911017469,-0.365687729274966
-5.65295748660148,-0.361024652145792
-5.59469586302826,-0.35600656553967
-5.53643423945505,-0.350611192357501
-5.47817261588184,-0.344815194286658
-5.41991099230863,-0.338594139317369
-5.36164936873542,-0.331922508885295
-5.30338774516221,-0.324773619287494
-5.245126121589,-0.317119659451445
-5.18686449801579,-0.308931651303016
-5.12860287444258,-0.300179447452841
-5.07034125086937,-0.290831729830968
-5.01207962729615,-0.280856015463265
-4.95381800372294,-0.270218670335656
-4.89555638014973,-0.258884932919888
-4.83729475657652,-0.246818943914645
-4.77903313300331,-0.233983796056877
-4.7207715094301,-0.220341584109901
-4.66250988585689,-0.205853472321491
-4.60424826228368,-0.190479779047662
-4.54598663871047,-0.174180065589703
-4.48772501513725,-0.156913242087069
-4.42946339156404,-0.138637693932672
-4.37120176799083,-0.119311388055319
-4.31294014441762,-0.0988920493218089
-4.25467852084441,-0.0773372790473211
-4.1964168972712,-0.0546047310137165
-4.13815527369799,-0.0306522873059663
-4.07989365012478,-0.00543812573233066
-4.02163202655157,0.0210788942910557
-3.96337040297835,0.048939319199224
-3.90510877940514,0.0781826758273328
-3.84684715583193,0.108847576220257
-3.78858553225872,0.140971418427847
-3.73032390868551,0.174590057131116
-3.6720622851123,0.209738148282231
-3.61380066153909,0.246448597180832
-3.55553903796588,0.284752586029954
-3.49727741439267,0.324679406561609
-3.43901579081945,0.366256653817981
-3.38075416724624,0.409509785314557
-3.32249254367303,0.454461121410781
-3.26423092009982,0.501135472659869
-3.20596929652661,0.54954872635207
-3.1477076729534,0.59971916303565
-3.08944604938019,0.65166181204103
-3.03118442580698,0.705389498837918
-2.97292280223377,0.760912861644145
-2.91466117866055,0.818240587865102
-2.85639955508734,0.877379104231204
-2.79813793151413,0.938332719928298
-2.73987630794092,1.00110380043955
-2.68161468436771,1.06569263750554
-2.6233530607945,1.13209768953999
-2.56509143722129,1.20031480439859
-2.50682981364808,1.27033915333883
-2.44856819007487,1.34216255960239
-2.39030656650165,1.41577697979542
-2.33204494292844,1.49117154664338
-2.27378331935523,1.56833181897971
-2.21552169578202,1.64724627260433
-2.15726007220881,1.72789847845549
-2.0989984486356,1.81027152934808
-2.04073682506239,1.8943473535167
-1.98247520148918,1.98010676912658
-1.92421357791597,2.06752942000645
-1.86595195434275,2.1565939795527
-1.80769033076954,2.247278089247
-1.74942870719633,2.33955804404306
-1.69116708362312,2.43341107234303
-1.63290546004991,2.52881260600527
-1.5746438364767,2.62573808924666
-1.51638221290349,2.72416233238162
-1.45812058933028,2.82406025855589
-1.39985896575707,2.92540662012611
-1.34159734218385,3.02817626544856
-1.28333571861064,3.13234386492541
-1.22507409503743,3.23788460096241
-1.16681247146422,3.34477388087873
-1.10855084789101,3.45298798657884
-1.0502892243178,3.56250157543938
-0.992027600744589,3.67329498114828
-0.933765977171378,3.78532599828252
-0.875504353598166,3.89861597832827
-0.817242730024955,4.01310650260157
-0.758981106451744,4.12878799031861
-0.700719482878533,4.24563784654062
-0.642457859305322,4.36363845971223
-0.584196235732111,4.48277285066116
-0.5259346121589,4.60302217810943
-0.467672988585688,4.72436950314189
-0.409411365012478,4.84679859966779
-0.351149741439267,4.97029389392552
-0.292888117866055,5.09484039978436
-0.234626494292844,5.22042369431545
-0.176364870719633,5.34703047775718
-0.118103247146422,5.4746489518242
-0.0598416235732113,5.603263659115
-0.00158,5.73286375043446
