"w","gs"
0.19453419394301,0.0549346925104881
0.20258885200358,0.064412919640729
0.21064351006415,0.0733259015262278
0.21869816812472,0.081583991072855
0.22675282618529,0.089135361025
0.23480748424586,0.0959653857762106
0.24286214230643,0.102089732728927
0.250916800366999,0.107545571967498
0.258971458427569,0.112382833236933
0.267026116488139,0.116658619452359
0.275080774548709,0.120430081247702
0.283135432609279,0.123753540957259
0.291190090669849,0.12668147221454
0.299244748730419,0.129261784082777
0.307299406790989,0.131537488965694
0.315354064851559,0.133546745857581
0.323408722912129,0.135323137476142
0.331463380972698,0.136896056955671
0.339518039033268,0.13829111244384
0.347572697093838,0.139530566474394
0.355627355154408,0.140633761050171
0.363682013214978,0.141617485587517
0.371736671275548,0.142496290476838
0.379791329336118,0.143282818535678
0.387845987396688,0.143988069527934
0.395900645457258,0.144621577171261
0.403955303517827,0.145191661853385
0.412009961578397,0.145705592822786
0.420064619638967,0.146169685560636
0.428119277699537,0.146589492850131
0.436173935760107,0.14696987069876
0.444228593820677,0.14731507544197
0.452283251881247,0.147628857230165
0.460337909941817,0.147914517318643
0.468392568002387,0.148174956114309
0.476447226062957,0.148412760214482
0.484501884123527,0.148630213981978
0.492556542184096,0.148829304052501
0.500611200244666,0.149011859111748
0.508665858305236,0.149179450392727
0.516720516365806,0.149333519071498
0.524775174426376,0.149475320434506
0.532829832486946,0.149605984816662
0.540884490547516,0.149726553422856
0.548939148608086,0.149837911323866
0.556993806668656,0.149940882378826
0.565048464729226,0.150036200339988
0.573103122789795,0.15012454535408
0.581157780850365,0.150206489595559
0.589212438910935,0.150282584912911
0.597267096971505,0.150353314177371
0.605321755032075,0.15041912304877
0.613376413092645,0.150480411519923
0.621431071153215,0.150537540259527
0.629485729213785,0.150590836820217
0.637540387274355,0.150640601212612
0.645595045334924,0.150687106783739
0.653649703395494,0.1507306165463
0.661704361456064,0.150771338447331
0.669759019516634,0.150809488577713
0.677813677577204,0.150845249523708
0.685868335637774,0.150878816173805
0.693922993698344,0.150910329130399
0.701977651758914,0.150939938721092
0.710032309819484,0.15096777554039
0.718086967880054,0.150993972812069
0.726141625940623,0.151018642635721
0.734196284001193,0.151041883092429
0.742250942061763,0.151063795202686
0.750305600122333,0.151084469547252
0.758360258182903,0.151103979402159
0.766414916243473,0.151122411997501
0.774469574304043,0.151139833241977
0.782524232364613,0.151156310327883
0.790578890425183,0.151171896920148
0.798633548485753,0.151186655554078
0.806688206546323,0.151200635983133
0.814742864606892,0.151213881777804
0.822797522667462,0.151226453415285
0.830852180728032,0.151238370067627
0.838906838788602,0.151249695588696
0.846961496849172,0.151260438472786
0.855016154909742,0.151270649483357
0.863070812970312,0.151280354835049
0.871125471030882,0.15128958755416
0.879180129091452,0.15129837275928
0.887234787152021,0.151306735859178
0.895289445212591,0.151314703858865
0.903344103273161,0.151322289490845
0.911398761333731,0.151329523125974
0.919453419394301,0.151336418976607
0.927508077454871,0.151342999758949
0.935562735515441,0.15134928713487
0.943617393576011,0.151355279159568
0.951672051636581,0.15136100965606
0.95972670969715,0.151366479614501
0.967781367757721,0.151371705775824
0.97583602581829,0.15137671568574
0.98389068387886,0.151381501894789
0.99194534193943,0.151386075370971
1,0.151390461567101
