"w","ps","gs","px"
0.315625337537507,-0.246765442703973,83.1836460696303,-0.993397766844604
0.323583182449862,-0.221268025814078,84.8443262370803,-0.977958216559619
0.331541027362216,-0.198931613592874,86.3156501772063,-0.964604328579157
0.339498872274571,-0.17930201708112,87.6215384313793,-0.953002208587617
0.347456717186926,-0.161998863619724,88.7826528832421,-0.942878587741775
0.35541456209928,-0.146702269653698,89.8169996934925,-0.934010513909753
0.363372407011635,-0.13314214970096,90.7401028151693,-0.926212899301441
0.371330251923989,-0.121089596437259,91.5654656133551,-0.919332584301271
0.379288096836344,-0.110349896930612,92.3048043917603,-0.913241681268415
0.387245941748698,-0.100756848212042,92.9683069163161,-0.907832990407047
0.395203786661053,-0.0921681098984199,93.5648278169606,-0.903016034905452
0.403161631573408,-0.0844613885155062,94.1020905104408,-0.898714300983562
0.411119476485762,-0.0775312919106683,94.586831749326,-0.894862682317493
0.419077321398117,-0.0712867259373183,95.0249263147712,-0.891405421120831
0.427035166310471,-0.0656487318381992,95.421545168472,-0.88829505319764
0.434993011222826,-0.0605486832416277,95.7811904292921,-0.885490349073331
0.44295085613518,-0.055926777755174,96.107838884802,-0.882955972795557
0.450908701047535,-0.0517307708063615,96.4049791577314,-0.880661184244784
0.45886654595989,-0.0479149094064787,96.6756857070386,-0.878579261156774
0.466824390872244,-0.0444390314857456,96.9226784077099,-0.876686973098517
0.474782235784599,-0.0412678028133538,97.1483631673017,-0.874964016038992
0.482740080696953,-0.0383700686187147,97.3548645517564,-0.873392508936351
0.490697925609308,-0.0357183011369347,97.5440691571307,-0.871956750774006
0.498655770521662,-0.0332881276189777,97.7176256573595,-0.870642570204854
0.506613615434017,-0.0310579260365895,97.8771033005472,-0.869438659395319
0.514571460346371,-0.0290084779003179,98.0237975692775,-0.868333773128535
0.522529305258726,-0.0271226693953671,98.1588964824412,-0.867318303070505
0.530487150171081,-0.0253852335031614,98.2834639184845,-0.866383721253604
0.538444995083435,-0.0237825269786711,98.3984603073148,-0.865522518198023
0.54640283999579,-0.022302337044358,98.5047391593279,-0.864727894269238
0.554360684908144,-0.0209337134806343,98.6030713676567,-0.863993816883706
0.562318529820499,-0.019666822471728,98.6941465092498,-0.863314833818969
0.570276374732853,-0.0184928191303414,98.7785900176334,-0.862686101110275
0.578234219645208,-0.0174037360950593,98.8569678520043,-0.862103284352995
0.586192064557563,-0.0163923859877766,98.9297828213703,-0.861562380152308
0.594149909469917,-0.0154522758480021,98.9974966116493,-0.861059859371011
0.602107754382272,-0.0145775319377662,99.0605275872859,-0.860592536886633
0.610065599294626,-0.0137628335440172,99.1192553390527,-0.860157533961217
0.618023444206981,-0.0130033546021913,99.1740217538764,-0.85975221016893
0.625981289119335,-0.0122947121311427,99.2251404830323,-0.859374204334278
0.63393913403169,-0.0116329206108007,99.2728897766152,-0.859021286442016
0.641896978944045,-0.0110143515538836,99.3175374456935,-0.858691597553818
0.649854823856399,-0.0104356976251645,99.3593138095663,-0.858383279497295
0.657812668768754,-0.0098939407489555,99.3984346188076,-0.858094702404052
0.665770513681108,-0.00938632372001421,99.4351000836463,-0.857824413839604
0.673728358593463,-0.00891032489693671,99.4694907397017,-0.857571054798514
0.681686203505817,-0.00846363561190908,99.5017705035516,-0.857333364637128
0.689644048418172,-0.00804413997782784,99.5320880820914,-0.857110169815012
0.697601893330526,-0.00764989681440665,99.5605886532809,-0.85690049711753
0.705559738242881,-0.00727912344993335,99.5873957004226,-0.856703336210198
0.713517583155236,-0.00693018118564128,99.6126298677619,-0.856517842680565
0.72147542806759,-0.00660156223589822,99.636393533653,-0.856343137405319
0.729433272979945,-0.00629187798017808,99.6587969003678,-0.856178598947964
0.737391117892299,-0.00599984838255663,99.6799201272986,-0.856023400943918
0.745348962804654,-0.00572429245168246,99.6998570892576,-0.855877016517362
0.753306807717008,-0.00546411962917387,99.7186862614544,-0.855738861950137
0.761264652629363,-0.00521832200748531,99.7364727770518,-0.855608310285556
0.769222497541718,-0.00498596728973259,99.7532897188217,-0.855484933347073
0.777180342454072,-0.00476619241398576,99.7691962888749,-0.855368234764267
0.785138187366427,-0.00455819777332323,99.7842560499942,-0.855257857645345
0.793096032278781,-0.004361241970652,99.7985137996269,-0.855153303916685
0.801053877191136,-0.00417463705407856,99.8120215723452,-0.85505423512299
0.80901172210349,-0.00399774418458238,99.8248301587954,-0.854960366146321
0.816969567015845,-0.00382996969300374,99.8369794354011,-0.854871345453135
0.8249274119282,-0.00367076148799978,99.8485106953133,-0.854786895867767
0.832885256840554,-0.00351960578072433,99.8594595685751,-0.854706726359717
0.840843101752909,-0.0033760240956161,99.8698561042153,-0.854630528882815
0.848800946665263,-0.00323957053989433,99.8797414303379,-0.854558171452278
0.856758791577618,-0.00310982930721149,99.8891411108034,-0.854489379854483
0.864716636489972,-0.00298641239344388,99.8980816948705,-0.854423930048314
0.872674481402327,-0.0028689575048503,99.9065893300553,-0.854361628871403
0.880632326314681,-0.00275712614083114,99.914691463432,-0.854302331479486
0.888590171227036,-0.00265060183530331,99.922409478178,-0.854245851917575
0.896548016139391,-0.0025490885422968,99.9297632840552,-0.854192015120462
0.904505861051745,-0.00245230915279837,99.936777375992,-0.854140726424524
0.9124637059641,-0.00236000413113638,99.943836621425,-0.854096159524674
0.920421550876454,-0.00227193026033582,99.9498476149173,-0.85404508745423
0.928379395788809,-0.00218785948688851,99.9559415122996,-0.854000542737685
0.936337240701163,-0.00210757785629466,99.9617562548221,-0.853957952218843
0.944295085613518,-0.00203088453154853,99.9673178240076,-0.85391734445785
0.952252930525873,-0.00195759088747541,99.9726298483238,-0.853878500922645
0.960210775438227,-0.00188751967448609,99.9777081811694,-0.853841363231232
0.968168620350582,-0.00182050424590887,99.9825654865675,-0.853805850022557
0.976126465262936,-0.00175638784359315,99.9872142908061,-0.853771892008777
0.984084310175291,-0.00169502293696033,99.9916622976266,-0.853739375734929
0.992042155087645,-0.00163627061111237,99.9959225316274,-0.853708262520086
1,-0.00158,100,-0.8536784301562
