"ps","g1"
-5.37789091646754,NA
-5.32412780730286,-0.379730895700889
-5.27036469813819,-0.339767191494906
-5.21660158897351,-0.298598632541603
-5.16283847980884,-0.256311968043274
-5.10907537064416,-0.212992172750789
-5.05531226147948,-0.168721086859775
-5.00154915231481,-0.12357645478388
-4.94778604315013,-0.0776313099170441
-4.89402293398546,-0.0309536436222341
-4.84025982482078,0.0163937034476942
-4.78649671565611,0.0643529842839038
-4.73273360649143,0.112871371223591
-4.67897049732676,0.161900703995938
-4.62520738816208,0.211397191082084
-4.57144427899741,0.261321087729395
-4.51768116983273,0.311636367567218
-4.46391806066806,0.36231039963947
-4.41015495150338,0.413313638688519
-4.3563918423387,0.464619333529211
-4.30262873317403,0.516203256160712
-4.24886562400935,0.568043452706717
-4.19510251484468,0.620120016203869
-4.14133940568,0.672414880551813
-4.08757629651533,0.724911634498134
-4.03381318735065,0.777595354282474
-3.98005007818598,0.830452453448651
-3.9262869690213,0.883470548309093
-3.87252385985663,0.93663833758106
-3.81876075069195,0.98994549478667
-3.76499764152728,1.04338257210258
-3.7112345323626,1.09694091444955
-3.65747142319793,1.15061258271961
-3.60370831403325,1.20439028514412
-3.54994520486857,1.2582673159067
-3.4961820957039,1.3122375001995
-3.44241898653922,1.36629514500767
-3.38865587737455,1.42043499498627
-3.33489276820987,1.47465219286465
-3.2811296590452,1.52894224387826
-3.22736654988052,1.58330098378372
-3.17360344071585,1.63772455006512
-3.11984033155117,1.69220935598378
-3.0660772223865,1.74675206716399
-3.01231411322182,1.8013495804423
-2.95855100405715,1.8559990047395
-2.90478789489247,1.91069764374138
-2.85102478572779,1.96544298019902
-2.79726167656312,2.02023266168059
-2.74349856739844,2.07506448762536
-2.68973545823377,2.12993639756735
-2.63597234906909,2.18484646041096
-2.58220923990442,2.23979286465314
-2.52844613073974,2.29477390945906
-2.47468302157507,2.3497879965074
-2.42091991241039,2.40483362253106
-2.36715680324572,2.45990937248651
-2.31339369408104,2.51501391329224
-2.25963058491637,2.57014598808297
-2.20586747575169,2.62530441093157
-2.15210436658701,2.680488061996
-2.09834125742234,2.73569588305238
-2.04457814825766,2.79092687337956
-1.99081503909299,2.84618008596399
-1.93705192992831,2.90145462399652
-1.88328882076364,2.95674963763578
-1.82952571159896,3.01206432101514
-1.77576260243429,3.06739790947245
-1.72199949326961,3.12274967698368
-1.66823638410494,3.17811893378352
-1.61447327494026,3.2335050241574
-1.56071016577559,3.28890732439085
-1.50694705661091,3.3443252408635
-1.45318394744623,3.39975820827618
-1.39942083828156,3.45520568800026
-1.34565772911688,3.51066716654001
-1.29189461995221,3.56614215409888
-1.23813151078753,3.62163018324171
-1.18436840162286,3.67713080764572
-1.13060529245818,3.73264360093341
-1.07684218329351,3.78816815558121
-1.02307907412883,3.84370408189838
-0.969315964964157,3.89925100707097
-0.915552855799481,3.95480857426598
-0.861789746634805,4.01037644179154
-0.808026637470131,4.06595428230899
-0.754263528305455,4.12154178209334
-0.70050041914078,4.17713864033839
-0.646737309976104,4.23274456850392
-0.592974200811429,4.28835928970152
-0.539211091646753,4.34398253811674
-0.485447982482079,4.39961405846513
-0.431684873317403,4.45525360547962
-0.377921764152727,4.51090094342748
-0.324158654988052,4.56655584565466
-0.270395545823376,4.62221809415592
-0.216632436658701,4.6778874791689
-0.162869327494026,4.7335637987908
-0.109106218329351,4.78924685861599
-0.0553431091646752,4.84493647139343
-0.00158,4.90063245670257
