"w","gs"
0.148701539288883,0.00041777805942682
0.157214523895994,0.0264938641101351
0.165727508503105,0.0462004215905923
0.174240493110217,0.066545587131436
0.182753477717328,0.086987007546478
0.191266462324439,0.105686350427755
0.19977944693155,0.122045255837655
0.208292431538661,0.136033865556757
0.216805416145773,0.147859997017613
0.225318400752884,0.157807566053139
0.233831385359995,0.166163429295326
0.242344369967106,0.173187820035132
0.250857354574217,0.179105243556595
0.259370339181328,0.184104413334175
0.267883323788439,0.18834179783827
0.276396308395551,0.191946229562611
0.284909293002662,0.195023471940576
0.293422277609773,0.197660305403759
0.301935262216884,0.199928007906876
0.310448246823995,0.20188524244435
0.318961231431107,0.203580416049226
0.327474216038218,0.205053596796354
0.335987200645329,0.20633805649306
0.34450018525244,0.207461518857508
0.353013169859551,0.20844716452164
0.361526154466662,0.209314442902769
0.370039139073774,0.210079729112257
0.378552123680885,0.210756856765962
0.387065108287996,0.211357551449295
0.395578092895107,0.211891784314556
0.404091077502218,0.212368061451142
0.412604062109329,0.212793661679941
0.421117046716441,0.213174832111527
0.429630031323552,0.213516950272493
0.438143015930663,0.213824657873446
0.446656000537774,0.214101972958853
0.455168985144885,0.214352381563625
0.463681969751996,0.214578917712421
0.472194954359108,0.21478422714122
0.480707938966219,0.214970623990449
0.48922092357333,0.215140135459374
0.497733908180441,0.215294542309347
0.506246892787552,0.215435412178096
0.514759877394663,0.215564128414348
0.523272862001775,0.215681911159459
0.531785846608886,0.215789847491509
0.540298831215997,0.215888891386714
0.548811815823108,0.215979902048763
0.557324800430219,0.216063638664766
0.56583778503733,0.216140779809746
0.574350769644442,0.216211932201754
0.582863754251553,0.216277638724562
0.591376738858664,0.216338386467807
0.599889723465775,0.21639461273004
0.608402708072886,0.216446710797599
0.616915692679997,0.216495035104462
0.625428677287109,0.216539905220353
0.63394166189422,0.216581610008809
0.642454646501331,0.216620410618327
0.650967631108442,0.216656543760435
0.659480615715553,0.216690224050337
0.667993600322664,0.216721646279696
0.676506584929776,0.216750987804415
0.685019569536887,0.216778409927786
0.693532554143998,0.216804059646858
0.702045538751109,0.216828071178069
0.71055852335822,0.216850567109274
0.719071507965331,0.216871659563919
0.727584492572443,0.216891451035813
0.736097477179554,0.216910035718647
0.744610461786665,0.216927499754874
0.753123446393776,0.216943922409413
0.761636431000887,0.21695937654725
0.770149415607998,0.216973929037282
0.77866240021511,0.216987641679999
0.787175384822221,0.217000571291325
0.795688369429332,0.217012770289823
0.804201354036443,0.217024287181384
0.812714338643554,0.217035166690022
0.821227323250665,0.217045450166387
0.829740307857777,0.217055176034164
0.838253292464888,0.217064379709064
0.846766277071999,0.217073094127443
0.85527926167911,0.217081349833966
0.863792246286221,0.217089175162842
0.872305230893332,0.217096596439897
0.880818215500444,0.217103638235049
0.889331200107555,0.217110323253673
0.897844184714666,0.217116672825784
0.906357169321777,0.217122706653944
0.914870153928888,0.217128443197835
0.923383138536,0.217133899662092
0.931896123143111,0.217139092136329
0.940409107750222,0.217144035624511
0.948922092357333,0.217148744154604
0.957435076964444,0.217153230853299
0.965948061571555,0.217157508015628
0.974461046178666,0.217161587131876
0.982974030785778,0.217165478954037
0.991487015392889,0.217169193631012
1,0.217172740684282
